id_student,total_clicks,active_days,total_events,activity_variance,features,prediction
305918,1482,60,394,36.76369801210733,"[1482.0,60.0,36.76369801210733]",0
306202,5306,93,654,400.6362430584469,"[5306.0,93.0,400.6362430584469]",1
306646,144,19,72,7.719497605081162,"[144.0,19.0,7.719497605081162]",0
308359,75,6,29,16.294170736800325,"[75.0,6.0,16.294170736800325]",0
308391,273,10,69,41.02045560178212,"[273.0,10.0,41.02045560178212]",0
308509,41,7,18,7.798046153333782,"[41.0,7.0,7.798046153333782]",0
310125,188,8,58,20.784609690826528,"[188.0,8.0,20.784609690826528]",0
310280,1164,88,398,17.039998430148916,"[1164.0,88.0,17.039998430148916]",0
310933,417,36,197,9.330058949438635,"[417.0,36.0,9.330058949438635]",0
311862,498,27,131,24.035763951202984,"[498.0,27.0,24.035763951202984]",0
311917,2230,145,696,16.317198223175634,"[2230.0,145.0,16.317198223175634]",1
313925,469,23,122,42.58439655601011,"[469.0,23.0,42.58439655601011]",0
313975,4007,120,1043,39.73468646061335,"[4007.0,120.0,39.73468646061335]",1
314956,1295,103,451,18.012850501004028,"[1295.0,103.0,18.012850501004028]",0
315808,5073,197,1288,26.86614706419977,"[5073.0,197.0,26.86614706419977]",1
315909,421,38,142,13.018451726242503,"[421.0,38.0,13.018451726242503]",0
316082,1839,88,436,45.628444388386455,"[1839.0,88.0,45.628444388386455]",0
316289,1713,147,748,10.842365574433034,"[1713.0,147.0,10.842365574433034]",0
318794,954,56,312,18.66349308211017,"[954.0,56.0,18.66349308211017]",0
318848,407,43,160,8.907858588292386,"[407.0,43.0,8.907858588292386]",0
319884,3934,126,945,32.15410117266882,"[3934.0,126.0,32.15410117266882]",1
320363,150,8,60,11.877349391654208,"[150.0,8.0,11.877349391654208]",0
321810,929,107,506,9.303679664460137,"[929.0,107.0,9.303679664460137]",0
321969,2016,73,506,33.99167795905112,"[2016.0,73.0,33.99167795905112]",1
323090,226,28,96,8.952254305081885,"[226.0,28.0,8.952254305081885]",0
324002,1901,122,610,15.260731308329618,"[1901.0,122.0,15.260731308329618]",0
324084,1961,110,494,13.809223809415046,"[1961.0,110.0,13.809223809415046]",0
324338,451,50,210,14.882519536526805,"[451.0,50.0,14.882519536526805]",0
327024,1375,103,481,11.251761289459616,"[1375.0,103.0,11.251761289459616]",0
327997,525,31,209,13.500457977098328,"[525.0,31.0,13.500457977098328]",0
328674,26,2,8,14.142135623730951,"[26.0,2.0,14.142135623730951]",0
328942,3008,152,749,28.68985366000349,"[3008.0,152.0,28.68985366000349]",1
329192,669,108,341,5.134560075129031,"[669.0,108.0,5.134560075129031]",0
329659,487,29,162,21.27100526596311,"[487.0,29.0,21.27100526596311]",0
330347,3271,80,686,42.30659455732611,"[3271.0,80.0,42.30659455732611]",1
332668,168,7,60,25.547341675146292,"[168.0,7.0,25.547341675146292]",0
334225,1464,63,439,30.25521244652451,"[1464.0,63.0,30.25521244652451]",0
334255,1033,58,377,13.910058075668898,"[1033.0,58.0,13.910058075668898]",0
334259,332,27,122,14.937857983646824,"[332.0,27.0,14.937857983646824]",0
334794,124,11,59,7.2676118373356875,"[124.0,11.0,7.2676118373356875]",0
334981,221,10,66,23.732069254726,"[221.0,10.0,23.732069254726]",0
335018,317,37,182,7.006110589020529,"[317.0,37.0,7.006110589020529]",0
335264,264,5,71,40.671857592197576,"[264.0,5.0,40.671857592197576]",0
336356,622,63,242,10.790515643591027,"[622.0,63.0,10.790515643591027]",0
336398,1719,121,553,27.86183690862584,"[1719.0,121.0,27.86183690862584]",0
336646,75,11,36,7.332369082611456,"[75.0,11.0,7.332369082611456]",0
337748,93,6,32,13.924798023669858,"[93.0,6.0,13.924798023669858]",0
338056,484,25,137,33.20376484677604,"[484.0,25.0,33.20376484677604]",0
338089,1698,40,395,36.19955375840553,"[1698.0,40.0,36.19955375840553]",0
338669,125,6,43,9.474527252938094,"[125.0,6.0,9.474527252938094]",0
338704,542,45,228,12.74568653515868,"[542.0,45.0,12.74568653515868]",0
341096,4100,175,960,52.220072391668836,"[4100.0,175.0,52.220072391668836]",1
341361,5061,181,1399,31.746104685086774,"[5061.0,181.0,31.746104685086774]",1
341470,4359,165,927,61.97275883916635,"[4359.0,165.0,61.97275883916635]",1
342017,219,27,82,6.021329608683637,"[219.0,27.0,6.021329608683637]",0
342125,4808,177,1408,27.750537319487844,"[4808.0,177.0,27.750537319487844]",1
342234,2782,63,517,54.663842608108666,"[2782.0,63.0,54.663842608108666]",1
342972,838,72,323,12.325749476461645,"[838.0,72.0,12.325749476461645]",0
343658,399,16,129,30.054325811769594,"[399.0,16.0,30.054325811769594]",0
343913,202,8,52,45.961940777125584,"[202.0,8.0,45.961940777125584]",0
344409,1226,73,412,25.26688594018177,"[1226.0,73.0,25.26688594018177]",0
345440,165,21,71,6.350478047247421,"[165.0,21.0,6.350478047247421]",0
346843,164,8,40,10.862780491200215,"[164.0,8.0,10.862780491200215]",0
347518,1675,83,328,24.964923968226856,"[1675.0,83.0,24.964923968226856]",0
348378,356,20,124,18.147350103788533,"[356.0,20.0,18.147350103788533]",0
349219,581,75,216,18.388519724481842,"[581.0,75.0,18.388519724481842]",0
350267,651,55,187,19.441996959963905,"[651.0,55.0,19.441996959963905]",0
352308,22,1,4,0.0,"[22.0,1.0,0.0]",0
352339,165,16,83,9.823229272155533,"[165.0,16.0,9.823229272155533]",0
352382,817,81,274,10.576149501193944,"[817.0,81.0,10.576149501193944]",0
353352,85,11,30,5.917616227686771,"[85.0,11.0,5.917616227686771]",0
353368,444,15,128,20.18769073328738,"[444.0,15.0,20.18769073328738]",0
354173,772,50,324,21.12369788282577,"[772.0,50.0,21.12369788282577]",0
354698,1608,32,242,124.16352381098602,"[1608.0,32.0,124.16352381098602]",0
357219,7411,218,1560,39.12128107870335,"[7411.0,218.0,39.12128107870335]",2
357851,2613,72,554,56.728271884360396,"[2613.0,72.0,56.728271884360396]",1
357942,1522,87,344,23.92763973589247,"[1522.0,87.0,23.92763973589247]",0
358204,4677,220,1191,30.64543377147607,"[4677.0,220.0,30.64543377147607]",1
359657,769,44,291,17.569117509522922,"[769.0,44.0,17.569117509522922]",0
363213,241,30,109,8.648234156345936,"[241.0,30.0,8.648234156345936]",0
363990,90,11,50,4.261881786680195,"[90.0,11.0,4.261881786680195]",0
365452,998,74,365,14.468902168162922,"[998.0,74.0,14.468902168162922]",0
365661,1454,77,401,27.670987098390917,"[1454.0,77.0,27.670987098390917]",0
365762,419,29,150,21.780702807263246,"[419.0,29.0,21.780702807263246]",0
365782,3382,230,1327,15.41449094949945,"[3382.0,230.0,15.41449094949945]",1
365860,2170,73,522,36.40866055165866,"[2170.0,73.0,36.40866055165866]",1
366371,275,18,111,24.45116514860147,"[275.0,18.0,24.45116514860147]",0
367151,2655,77,573,32.61038355364841,"[2655.0,77.0,32.61038355364841]",1
368195,259,43,168,4.896492292073423,"[259.0,43.0,4.896492292073423]",0
368439,22,2,12,4.242640687119285,"[22.0,2.0,4.242640687119285]",0
368886,4795,151,1039,33.32985986317519,"[4795.0,151.0,33.32985986317519]",1
368935,1953,89,431,36.549269222442554,"[1953.0,89.0,36.549269222442554]",0
369119,1592,64,337,32.095344072172075,"[1592.0,64.0,32.095344072172075]",0
369811,3593,140,955,33.617529410395214,"[3593.0,140.0,33.617529410395214]",1
369942,2258,105,539,27.938161043469602,"[2258.0,105.0,27.938161043469602]",1
370839,562,24,201,24.57272554235102,"[562.0,24.0,24.57272554235102]",0
370920,3,1,2,0.0,"[3.0,1.0,0.0]",0
373790,62,14,45,3.20370664445674,"[62.0,14.0,3.20370664445674]",0
374038,267,51,147,4.662995755066126,"[267.0,51.0,4.662995755066126]",0
374756,1206,65,303,20.89933519369603,"[1206.0,65.0,20.89933519369603]",0
376439,2342,154,761,16.511305425631885,"[2342.0,154.0,16.511305425631885]",1
376701,280,10,68,29.80678520814421,"[280.0,10.0,29.80678520814421]",0
376868,21,2,6,12.020815280171307,"[21.0,2.0,12.020815280171307]",0
377846,4736,206,946,20.04141816004975,"[4736.0,206.0,20.04141816004975]",1
378462,608,22,169,22.971090432780844,"[608.0,22.0,22.971090432780844]",0
378728,1306,105,616,10.739864461187983,"[1306.0,105.0,10.739864461187983]",0
379185,611,24,118,36.05066382632698,"[611.0,24.0,36.05066382632698]",0
379212,280,21,135,13.621062122071587,"[280.0,21.0,13.621062122071587]",0
379402,294,10,62,39.72181040967572,"[294.0,10.0,39.72181040967572]",0
379720,556,30,195,25.26785245754162,"[556.0,30.0,25.26785245754162]",0
380253,2081,123,853,17.05420168214646,"[2081.0,123.0,17.05420168214646]",1
381414,1230,87,420,31.783487161334634,"[1230.0,87.0,31.783487161334634]",0
381646,3744,184,1274,22.7699038170661,"[3744.0,184.0,22.7699038170661]",1
381959,2647,81,654,28.416908329590424,"[2647.0,81.0,28.416908329590424]",1
382125,20,1,7,0.0,"[20.0,1.0,0.0]",0
382575,744,55,260,13.340074053676606,"[744.0,55.0,13.340074053676606]",0
382857,534,23,179,36.831257132716566,"[534.0,23.0,36.831257132716566]",0
383140,562,31,187,20.343290352487017,"[562.0,31.0,20.343290352487017]",0
383541,5187,98,1058,37.91097819947722,"[5187.0,98.0,37.91097819947722]",1
383723,7532,237,2050,28.10833994076928,"[7532.0,237.0,28.10833994076928]",2
383978,627,45,219,13.927409208920634,"[627.0,45.0,13.927409208920634]",0
384203,5184,213,1209,32.67346032028272,"[5184.0,213.0,32.67346032028272]",1
384797,1599,106,494,18.035477167451987,"[1599.0,106.0,18.035477167451987]",0
385209,1979,66,397,73.95726259115253,"[1979.0,66.0,73.95726259115253]",0
385228,404,24,131,30.915968389317445,"[404.0,24.0,30.915968389317445]",0
386140,796,56,263,17.744360728477588,"[796.0,56.0,17.744360728477588]",0
386374,18,4,6,7.000000000000001,"[18.0,4.0,7.000000000000001]",0
386924,164,31,96,4.428645755285294,"[164.0,31.0,4.428645755285294]",0
386956,945,35,259,24.239005997868514,"[945.0,35.0,24.239005997868514]",0
386985,189,3,30,79.03796556086195,"[189.0,3.0,79.03796556086195]",0
387406,389,29,98,25.191434543992063,"[389.0,29.0,25.191434543992063]",0
387702,185,13,66,18.13906395119773,"[185.0,13.0,18.13906395119773]",0
388538,3863,123,851,39.896554228624886,"[3863.0,123.0,39.896554228624886]",1
388722,671,57,222,16.249195083207365,"[671.0,57.0,16.249195083207365]",0
389639,1024,75,345,12.514308927301096,"[1024.0,75.0,12.514308927301096]",0
390029,3608,149,1229,26.22603507307021,"[3608.0,149.0,26.22603507307021]",1
391185,1483,91,623,18.886499884835143,"[1483.0,91.0,18.886499884835143]",0
391419,2275,78,264,51.176906486966935,"[2275.0,78.0,51.176906486966935]",1
391466,2597,104,729,29.610237251869894,"[2597.0,104.0,29.610237251869894]",1
391924,2764,180,959,13.832849826644734,"[2764.0,180.0,13.832849826644734]",1
392691,1391,30,284,66.0101785951297,"[1391.0,30.0,66.0101785951297]",0
392931,3003,177,958,18.800356109140818,"[3003.0,177.0,18.800356109140818]",1
393327,776,75,278,11.066742645999895,"[776.0,75.0,11.066742645999895]",0
393488,1607,81,379,26.091884174070035,"[1607.0,81.0,26.091884174070035]",0
394067,304,56,149,5.917177284228267,"[304.0,56.0,5.917177284228267]",0
394218,3740,91,714,55.13096628233032,"[3740.0,91.0,55.13096628233032]",1
